index,num,accessibility,race,label
0,8842,2,black_poverty,health_acc_score
1,8591,2,black_non_poverty,health_acc_score
2,260,2,white_poverty,health_acc_score
3,461,2,white_non_poverty,health_acc_score
4,7713,3,black_poverty,health_acc_score
5,12314,3,black_non_poverty,health_acc_score
6,908,3,white_poverty,health_acc_score
7,1280,3,white_non_poverty,health_acc_score
8,19197,4,black_poverty,health_acc_score
9,37529,4,black_non_poverty,health_acc_score
10,2448,4,white_poverty,health_acc_score
11,15639,4,white_non_poverty,health_acc_score
12,15778,5,black_poverty,health_acc_score
13,39103,5,black_non_poverty,health_acc_score
14,1962,5,white_poverty,health_acc_score
15,11608,5,white_non_poverty,health_acc_score
16,21791,6,black_poverty,health_acc_score
17,63465,6,black_non_poverty,health_acc_score
18,5552,6,white_poverty,health_acc_score
19,30221,6,white_non_poverty,health_acc_score
20,10299,7,black_poverty,health_acc_score
21,54012,7,black_non_poverty,health_acc_score
22,3869,7,white_poverty,health_acc_score
23,26522,7,white_non_poverty,health_acc_score
24,10715,8,black_poverty,health_acc_score
25,57278,8,black_non_poverty,health_acc_score
26,5515,8,white_poverty,health_acc_score
27,47155,8,white_non_poverty,health_acc_score
28,6275,9,black_poverty,health_acc_score
29,34543,9,black_non_poverty,health_acc_score
30,5256,9,white_poverty,health_acc_score
31,58302,9,white_non_poverty,health_acc_score
32,2480,10,black_poverty,health_acc_score
33,22414,10,black_non_poverty,health_acc_score
34,4640,10,white_poverty,health_acc_score
35,81455,10,white_non_poverty,health_acc_score
0,9949,2,black_poverty,health2_acc_score
1,10493,2,black_non_poverty,health2_acc_score
2,308,2,white_poverty,health2_acc_score
3,512,2,white_non_poverty,health2_acc_score
4,11969,3,black_poverty,health2_acc_score
5,20369,3,black_non_poverty,health2_acc_score
6,1157,3,white_poverty,health2_acc_score
7,1421,3,white_non_poverty,health2_acc_score
8,22000,4,black_poverty,health2_acc_score
9,47884,4,black_non_poverty,health2_acc_score
10,2951,4,white_poverty,health2_acc_score
11,17699,4,white_non_poverty,health2_acc_score
12,17915,5,black_poverty,health2_acc_score
13,46489,5,black_non_poverty,health2_acc_score
14,3919,5,white_poverty,health2_acc_score
15,19317,5,white_non_poverty,health2_acc_score
16,15230,6,black_poverty,health2_acc_score
17,57252,6,black_non_poverty,health2_acc_score
18,3665,6,white_poverty,health2_acc_score
19,27399,6,white_non_poverty,health2_acc_score
20,11946,7,black_poverty,health2_acc_score
21,54958,7,black_non_poverty,health2_acc_score
22,5045,7,white_poverty,health2_acc_score
23,35942,7,white_non_poverty,health2_acc_score
24,7874,8,black_poverty,health2_acc_score
25,50606,8,black_non_poverty,health2_acc_score
26,5164,8,white_poverty,health2_acc_score
27,48971,8,white_non_poverty,health2_acc_score
28,4443,9,black_poverty,health2_acc_score
29,23228,9,black_non_poverty,health2_acc_score
30,4362,9,white_poverty,health2_acc_score
31,52125,9,white_non_poverty,health2_acc_score
32,1764,10,black_poverty,health2_acc_score
33,17970,10,black_non_poverty,health2_acc_score
34,3839,10,white_poverty,health2_acc_score
35,69257,10,white_non_poverty,health2_acc_score
0,8842,1,black_poverty,health2_Monday_score
1,8591,1,black_non_poverty,health2_Monday_score
2,260,1,white_poverty,health2_Monday_score
3,461,1,white_non_poverty,health2_Monday_score
4,13535,2,black_poverty,health2_Monday_score
5,24115,2,black_non_poverty,health2_Monday_score
6,1205,2,white_poverty,health2_Monday_score
7,1610,2,white_non_poverty,health2_Monday_score
8,20840,3,black_poverty,health2_Monday_score
9,43680,3,black_non_poverty,health2_Monday_score
10,2327,3,white_poverty,health2_Monday_score
11,7195,3,white_non_poverty,health2_Monday_score
12,19052,4,black_poverty,health2_Monday_score
13,50993,4,black_non_poverty,health2_Monday_score
14,3529,4,white_poverty,health2_Monday_score
15,28653,4,white_non_poverty,health2_Monday_score
16,19173,5,black_poverty,health2_Monday_score
17,69470,5,black_non_poverty,health2_Monday_score
18,4903,5,white_poverty,health2_Monday_score
19,30841,5,white_non_poverty,health2_Monday_score
20,7081,6,black_poverty,health2_Monday_score
21,40422,6,black_non_poverty,health2_Monday_score
22,3926,6,white_poverty,health2_Monday_score
23,31885,6,white_non_poverty,health2_Monday_score
24,7946,7,black_poverty,health2_Monday_score
25,44544,7,black_non_poverty,health2_Monday_score
26,5137,7,white_poverty,health2_Monday_score
27,51022,7,white_non_poverty,health2_Monday_score
28,2088,8,black_poverty,health2_Monday_score
29,16743,8,black_non_poverty,health2_Monday_score
30,3048,8,white_poverty,health2_Monday_score
31,42901,8,white_non_poverty,health2_Monday_score
32,3698,9,black_poverty,health2_Monday_score
33,21820,9,black_non_poverty,health2_Monday_score
34,3322,9,white_poverty,health2_Monday_score
35,33474,9,white_non_poverty,health2_Monday_score
36,835,10,black_poverty,health2_Monday_score
37,8871,10,black_non_poverty,health2_Monday_score
38,2753,10,white_poverty,health2_Monday_score
39,44601,10,white_non_poverty,health2_Monday_score
