index,num,accessibility,race,label
0,197,4,black_poverty,health_acc_score
1,785,4,black_non_poverty,health_acc_score
2,159,4,white_poverty,health_acc_score
3,457,4,white_non_poverty,health_acc_score
4,1034,5,black_poverty,health_acc_score
5,732,5,black_non_poverty,health_acc_score
6,877,5,white_poverty,health_acc_score
7,4006,5,white_non_poverty,health_acc_score
8,992,6,black_poverty,health_acc_score
9,2650,6,black_non_poverty,health_acc_score
10,3989,6,white_poverty,health_acc_score
11,38198,6,white_non_poverty,health_acc_score
12,2726,7,black_poverty,health_acc_score
13,6599,7,black_non_poverty,health_acc_score
14,3918,7,white_poverty,health_acc_score
15,48145,7,white_non_poverty,health_acc_score
16,3897,8,black_poverty,health_acc_score
17,10148,8,black_non_poverty,health_acc_score
18,12684,8,white_poverty,health_acc_score
19,95386,8,white_non_poverty,health_acc_score
20,3226,9,black_poverty,health_acc_score
21,9262,9,black_non_poverty,health_acc_score
22,9629,9,white_poverty,health_acc_score
23,98875,9,white_non_poverty,health_acc_score
24,1746,10,black_poverty,health_acc_score
25,4993,10,black_non_poverty,health_acc_score
26,11824,10,white_poverty,health_acc_score
27,137660,10,white_non_poverty,health_acc_score
0,643,4,black_poverty,health2_acc_score
1,1426,4,black_non_poverty,health2_acc_score
2,665,4,white_poverty,health2_acc_score
3,2477,4,white_non_poverty,health2_acc_score
4,857,5,black_poverty,health2_acc_score
5,1014,5,black_non_poverty,health2_acc_score
6,1617,5,white_poverty,health2_acc_score
7,11037,5,white_non_poverty,health2_acc_score
8,1249,6,black_poverty,health2_acc_score
9,3761,6,black_non_poverty,health2_acc_score
10,3438,6,white_poverty,health2_acc_score
11,39265,6,white_non_poverty,health2_acc_score
12,2543,7,black_poverty,health2_acc_score
13,6051,7,black_non_poverty,health2_acc_score
14,5927,7,white_poverty,health2_acc_score
15,61734,7,white_non_poverty,health2_acc_score
16,4019,8,black_poverty,health2_acc_score
17,9871,8,black_non_poverty,health2_acc_score
18,11528,8,white_poverty,health2_acc_score
19,81395,8,white_non_poverty,health2_acc_score
20,3309,9,black_poverty,health2_acc_score
21,9107,9,black_non_poverty,health2_acc_score
22,9228,9,white_poverty,health2_acc_score
23,98136,9,white_non_poverty,health2_acc_score
24,1198,10,black_poverty,health2_acc_score
25,3939,10,black_non_poverty,health2_acc_score
26,10677,10,white_poverty,health2_acc_score
27,128683,10,white_non_poverty,health2_acc_score
0,351,3,black_poverty,health2_Monday_score
1,1127,3,black_non_poverty,health2_Monday_score
2,337,3,white_poverty,health2_Monday_score
