index,num,accessibility,race,label
0,18,0,black_non_poverty,health_acc_score
1,233,4,black_poverty,health_acc_score
2,400,4,black_non_poverty,health_acc_score
3,340,4,white_poverty,health_acc_score
4,3343,4,white_non_poverty,health_acc_score
5,220,5,black_poverty,health_acc_score
6,829,5,black_non_poverty,health_acc_score
7,763,5,white_poverty,health_acc_score
8,8168,5,white_non_poverty,health_acc_score
9,5393,6,black_poverty,health_acc_score
10,14310,6,black_non_poverty,health_acc_score
11,6636,6,white_poverty,health_acc_score
12,29064,6,white_non_poverty,health_acc_score
13,20708,7,black_poverty,health_acc_score
14,62092,7,black_non_poverty,health_acc_score
15,9851,7,white_poverty,health_acc_score
16,67498,7,white_non_poverty,health_acc_score
17,10956,8,black_poverty,health_acc_score
18,41240,8,black_non_poverty,health_acc_score
19,17289,8,white_poverty,health_acc_score
20,124000,8,white_non_poverty,health_acc_score
21,6019,9,black_poverty,health_acc_score
22,25132,9,black_non_poverty,health_acc_score
23,14898,9,white_poverty,health_acc_score
24,184269,9,white_non_poverty,health_acc_score
25,3624,10,black_poverty,health_acc_score
26,19997,10,black_non_poverty,health_acc_score
27,16332,10,white_poverty,health_acc_score
28,237459,10,white_non_poverty,health_acc_score
0,18,0,black_non_poverty,health2_acc_score
1,233,4,black_poverty,health2_acc_score
2,400,4,black_non_poverty,health2_acc_score
3,340,4,white_poverty,health2_acc_score
4,3343,4,white_non_poverty,health2_acc_score
5,220,5,black_poverty,health2_acc_score
6,829,5,black_non_poverty,health2_acc_score
7,763,5,white_poverty,health2_acc_score
8,8168,5,white_non_poverty,health2_acc_score
9,6624,6,black_poverty,health2_acc_score
10,15768,6,black_non_poverty,health2_acc_score
11,7065,6,white_poverty,health2_acc_score
12,30997,6,white_non_poverty,health2_acc_score
13,18551,7,black_poverty,health2_acc_score
14,57462,7,black_non_poverty,health2_acc_score
15,10792,7,white_poverty,health2_acc_score
16,70493,7,white_non_poverty,health2_acc_score
17,11833,8,black_poverty,health2_acc_score
18,43994,8,black_non_poverty,health2_acc_score
19,15942,8,white_poverty,health2_acc_score
20,124164,8,white_non_poverty,health2_acc_score
21,6068,9,black_poverty,health2_acc_score
22,25362,9,black_non_poverty,health2_acc_score
23,15302,9,white_poverty,health2_acc_score
24,183090,9,white_non_poverty,health2_acc_score
25,3624,10,black_poverty,health2_acc_score
26,20185,10,black_non_poverty,health2_acc_score
27,15905,10,white_poverty,health2_acc_score
28,233546,10,white_non_poverty,health2_acc_score
0,18,0,black_non_poverty,health2_Monday_score
1,287,2,black_poverty,health2_Monday_score
2,1116,2,black_non_poverty,health2_Monday_score
3,640,2,white_poverty,health2_Monday_score
4,10307,2,white_non_poverty,health2_Monday_score
5,2285,3,black_poverty,health2_Monday_score
6,4604,3,black_non_poverty,health2_Monday_score
7,1134,3,white_poverty,health2_Monday_score
8,6133,3,white_non_poverty,health2_Monday_score
9,4438,4,black_poverty,health2_Monday_score
10,10448,4,black_non_poverty,health2_Monday_score
11,5402,4,white_poverty,health2_Monday_score
12,22077,4,white_non_poverty,health2_Monday_score
13,6514,5,black_poverty,health2_Monday_score
14,13894,5,black_non_poverty,health2_Monday_score
15,5289,5,white_poverty,health2_Monday_score
16,29001,5,white_non_poverty,health2_Monday_score
17,14004,6,black_poverty,health2_Monday_score
18,48131,6,black_non_poverty,health2_Monday_score
19,7012,6,white_poverty,health2_Monday_score
20,41675,6,white_non_poverty,health2_Monday_score
21,5779,7,black_poverty,health2_Monday_score
22,20381,7,black_non_poverty,health2_Monday_score
23,9108,7,white_poverty,health2_Monday_score
24,68254,7,white_non_poverty,health2_Monday_score
25,7002,8,black_poverty,health2_Monday_score
26,31174,8,black_non_poverty,health2_Monday_score
27,12816,8,white_poverty,health2_Monday_score
28,123957,8,white_non_poverty,health2_Monday_score
29,4059,9,black_poverty,health2_Monday_score
30,18268,9,black_non_poverty,health2_Monday_score
31,11852,9,white_poverty,health2_Monday_score
32,160078,9,white_non_poverty,health2_Monday_score
33,2785,10,black_poverty,health2_Monday_score
34,15984,10,black_non_poverty,health2_Monday_score
35,12856,10,white_poverty,health2_Monday_score
36,192319,10,white_non_poverty,health2_Monday_score
0,18,0,black_non_poverty,health2_compete2_score
1,233,1,black_poverty,health2_compete2_score
2,400,1,black_non_poverty,health2_compete2_score
3,340,1,white_poverty,health2_compete2_score
4,3343,1,white_non_poverty,health2_compete2_score
5,220,2,black_poverty,health2_compete2_score
6,829,2,black_non_poverty,health2_compete2_score
7,763,2,white_poverty,health2_compete2_score
8,8168,2,white_non_poverty,health2_compete2_score
9,2537,3,black_poverty,health2_compete2_score
10,5863,3,black_non_poverty,health2_compete2_score
11,3421,3,white_poverty,health2_compete2_score
12,12169,3,white_non_poverty,health2_compete2_score
13,5453,4,black_poverty,health2_compete2_score
14,10813,4,black_non_poverty,health2_compete2_score
15,3984,4,white_poverty,health2_compete2_score
16,27886,4,white_non_poverty,health2_compete2_score
17,9425,5,black_poverty,health2_compete2_score
18,24845,5,black_non_poverty,health2_compete2_score
19,6439,5,white_poverty,health2_compete2_score
20,29359,5,white_non_poverty,health2_compete2_score
21,12290,6,black_poverty,health2_compete2_score
22,43132,6,black_non_poverty,health2_compete2_score
23,7817,6,white_poverty,health2_compete2_score
24,53684,6,white_non_poverty,health2_compete2_score
25,3876,7,black_poverty,health2_compete2_score
26,13746,7,black_non_poverty,health2_compete2_score
27,7299,7,white_poverty,health2_compete2_score
28,58255,7,white_non_poverty,health2_compete2_score
29,7014,8,black_poverty,health2_compete2_score
30,30863,8,black_non_poverty,health2_compete2_score
31,12737,8,white_poverty,health2_compete2_score
32,126226,8,white_non_poverty,health2_compete2_score
33,3921,9,black_poverty,health2_compete2_score
34,19717,9,black_non_poverty,health2_compete2_score
35,11967,9,white_poverty,health2_compete2_score
36,156821,9,white_non_poverty,health2_compete2_score
37,2184,10,black_poverty,health2_compete2_score
38,13792,10,black_non_poverty,health2_compete2_score
39,11342,10,white_poverty,health2_compete2_score
40,177890,10,white_non_poverty,health2_compete2_score
0,18,0,black_non_poverty,health2_compete1.5_score
1,233,1,black_poverty,health2_compete1.5_score
2,400,1,black_non_poverty,health2_compete1.5_score
3,340,1,white_poverty,health2_compete1.5_score
4,3343,1,white_non_poverty,health2_compete1.5_score
5,620,2,black_poverty,health2_compete1.5_score
6,1592,2,black_non_poverty,health2_compete1.5_score
7,937,2,white_poverty,health2_compete1.5_score
8,11255,2,white_non_poverty,health2_compete1.5_score
9,2137,3,black_poverty,health2_compete1.5_score
10,5100,3,black_non_poverty,health2_compete1.5_score
11,3247,3,white_poverty,health2_compete1.5_score
12,9082,3,white_non_poverty,health2_compete1.5_score
13,6456,4,black_poverty,health2_compete1.5_score
14,12525,4,black_non_poverty,health2_compete1.5_score
15,6607,4,white_poverty,health2_compete1.5_score
16,38674,4,white_non_poverty,health2_compete1.5_score
17,10179,5,black_poverty,health2_compete1.5_score
18,27155,5,black_non_poverty,health2_compete1.5_score
19,5052,5,white_poverty,health2_compete1.5_score
20,26818,5,white_non_poverty,health2_compete1.5_score
21,11290,6,black_poverty,health2_compete1.5_score
22,42248,6,black_non_poverty,health2_compete1.5_score
23,7883,6,white_poverty,health2_compete1.5_score
24,52865,6,white_non_poverty,health2_compete1.5_score
25,5289,7,black_poverty,health2_compete1.5_score
26,21291,7,black_non_poverty,health2_compete1.5_score
27,7434,7,white_poverty,health2_compete1.5_score
28,61989,7,white_non_poverty,health2_compete1.5_score
29,5457,8,black_poverty,health2_compete1.5_score
30,23657,8,black_non_poverty,health2_compete1.5_score
31,12653,8,white_poverty,health2_compete1.5_score
32,127686,8,white_non_poverty,health2_compete1.5_score
33,3308,9,black_poverty,health2_compete1.5_score
34,16240,9,black_non_poverty,health2_compete1.5_score
